<Covariate>							
<Trait>	Q1	Q2	Q3	Q4	Q1	Q2	Q3
9075	-3.9382582	5.0423846	-2.849374	-1.5206201	0.4918671	-0.55360645	-2.366937
9081	-7.7974706	5.8228855	-2.519641	-3.1162224	0.38092697	-1.9163662	-1.7778705
9084	12.25342	4.16049	1.0857452	-2.3920517	1.1591526	1.1774436	-0.6496307
9091	-3.6123142	2.105248	0.5018929	0.5007306	0.16848746	1.1757628	0.4313232
9095	11.427917	6.936309	-7.13598	-1.7375441	-0.57941425	0.9817095	-1.4320625
9099	-9.4013605	5.8730283	-2.5819886	-1.5568131	0.084953874	-2.2623603	-1.7975255
9103	5.903634	5.9812593	-5.274113	-1.5698497	-0.8905154	-0.27028772	-2.8994548
9104	0.13377953	1.8702345	-2.578879	-1.8254318	-3.2965183	3.2972128	-2.86233
9105	1.007581	7.3781395	-5.2065434	-2.5542827	-1.9829443	-1.276472	-4.058171
9106	0.5596672	4.050797	-1.3295089	-1.5303748	-1.1143131	-0.248683	-2.3656154
9111	-6.789446	3.5683024	1.1181965	-0.9532799	1.0774704	-1.0668607	-1.4075357
9113	13.330651	-0.6553586	-9.972676	-1.2870177	1.254487	-0.7889601	-1.7751492
9114	-8.371143	4.9984064	0.52890813	-1.1211988	3.8315072	-2.3907657	0.38844565
9115	-11.826368	3.240904	1.3466065	1.0334269	2.6288702	-0.39574116	-0.25774568
9125	9.515636	4.1381392	2.856108	-0.99444216	5.771498	0.19259387	-0.029907908
9131	17.25291	5.941457	-3.083426	-0.18800455	6.333064	0.44531366	-1.494645
9134	11.966277	4.005082	0.8904695	-0.8587307	4.2172613	1.4832761	-1.8754194
9298	-5.6825895	2.2444763	5.080276	-3.6195233	-3.516014	-5.1327457	3.3494298
9312	1.1326802	4.310527	1.0066022	-2.915129	-2.214647	-2.3236606	-0.1256044
9314	-7.5015354	3.2573974	5.413282	-4.2147136	-2.588843	-7.2733765	3.7128785
9321	14.106118	3.604305	1.5052253	2.4867294	4.616611	1.5024737	4.782774
932	1.854313	4.8143997	1.3073058	-3.5427113	-2.4665427	-5.028121	2.385908
9386	22.520657	6.5447297	-5.2735996	2.8734362	6.804911	3.5027578	3.4511552
9388	12.426214	0.6930497	4.3595843	2.8979616	4.6151953	3.951903	5.357296
9404	-2.981863	1.8976258	0.9481644	-0.4063849	-2.9074688	0.9049348	-3.0179062
9405	2.1718495	2.1928163	-0.008518801	-0.11525748	-2.4412107	2.923347	-1.8215804
9407	2.7862172	5.887636	-1.8389541	-1.1860867	-1.227639	-0.8612318	-2.7853425
9408	-2.4957137	0.8083743	4.026615	0.83141714	-0.9944781	1.5238965	0.6405256
9409	3.4018018	-5.772139	1.6890223	-3.1633685	-0.52521676	4.244758	1.251645
9421	-7.2762513	0.6335447	2.4355044	0.5358491	-2.1629686	2.1963408	0.27644345
9433	16.421001	3.0658553	2.8302164	3.2411065	5.8902087	1.6453907	5.3648815
9450	-1.6774598	3.1818428	1.0765218	-0.14125541	0.98955286	1.272112	2.0751576
9451	-2.9815369	4.421866	0.4166197	-0.49529737	-0.39256725	-0.027252313	2.2684648
9503	3.9424076	6.3506474	-2.4136136	-3.395112	-2.11551	-1.8792484	0.6968544
9506	-12.144506	1.0949551	5.545347	2.3073657	2.1402862	-0.07074384	3.5190036
9507	-1.3475178	3.7854931	-3.846379	-0.6226087	-4.137283	1.1807467	1.3378685
9508	-3.320744	3.7656765	0.37799105	-0.07446618	-0.038285486	0.2898869	3.6879742
9509	2.1558864	4.0176644	-6.0327206	-0.38015538	-3.4997504	2.129742	0.354626
9510	-10.319337	1.8001293	-0.7526114	-0.34246033	-4.747202	1.120542	1.9622443
9511	-5.996431	5.106221	-5.9027004	-2.0510054	-5.0221844	0.30546424	0.59932435
9512	-17.591154	3.2918782	-7.503684	0.18765055	-4.1272254	0.49696374	1.4995807
9513	-18.229425	0.7911193	-0.5039294	3.3495064	0.28678486	1.8002487	3.2084048
9514	-19.42857	5.3660655	-7.1342325	-0.3803919	-2.1043563	-0.9374616	2.080324
9515	2.928464	6.0845947	-5.6718674	-2.5139308	-4.310569	-1.2806339	0.03348299
9517	-11.796318	6.320259	-2.6948237	-0.6024318	0.3297976	-1.4765353	1.481418
9518	-9.727447	2.386434	-0.68023556	2.032858	1.1528329	2.193395	4.9682984
9519	-6.147019	6.36143	-3.259544	-3.5548162	-2.4090414	-2.249573	-1.0853173
9520	-2.3683844	4.106918	3.1564257	-0.24385823	0.07559465	-1.3535262	2.9236488
9521	-11.556865	4.5963583	-4.8230786	-0.7392625	-3.173843	-0.987127	1.0574589
9522	-4.272232	5.701054	-9.0872135	-1.4324594	-6.7234807	0.3276557	-1.9087352
9523	-3.7374315	2.0909636	5.634666	-0.54643995	0.4545411	-0.14978097	3.4222567
9524	-11.981131	0.70192146	-0.41417468	2.6916764	0.20605761	2.5900092	2.9322891
9525	8.66409	3.7347126	-1.6580323	0.62152207	-0.09592084	2.130232	3.4762392
9526	-21.509136	3.9683795	-5.232909	1.3249385	1.4925698	0.3576697	2.044311
9527	-10.046346	1.9799229	1.9680125	2.3048625	0.18021299	0.28347555	3.2060685
9529	5.9710426	1.6057578	1.7035711	-0.001911921	0.53606427	1.1539568	4.126365
9530	-10.267899	3.028634	-4.7537904	-0.7008463	-5.0560937	1.9188795	1.9666098
9531	-11.623443	4.5316553	-3.8338175	-1.4864632	-4.5879927	0.47352493	2.3457801
9532	6.4130425	5.2100244	-1.0513842	-1.6778675	-1.6620315	0.1987099	1.7294009
9533	-23.100878	1.9211477	-8.742532	4.8573146	1.8585533	2.1072416	3.11556
9534	-9.162312	6.0147805	-1.7152494	-0.24099523	0.7263294	-2.709616	1.364853
9535	-26.499136	6.6693783	-8.300336	2.9811506	4.9735336	-1.6963158	4.0050216
9537	-9.381473	8.134085	-8.313774	-3.2232552	-5.1826577	-2.9186685	0.71891576
9540	-8.509017	3.8710172	-1.1703917	-0.23629864	-1.6618845	-0.07533886	1.0187509
9541	-9.432867	6.234715	-4.477739	-2.90107	-3.3289478	-1.0415524	0.6388039
9542	-5.9740868	2.8759215	-4.495558	1.7058514	1.7644831	2.60501	1.8924305
9543	-20.17181	1.1969606	-2.77833	4.852854	4.0760064	3.3693354	4.9832854
9544	-18.196514	3.3985667	-0.90445995	1.7454808	0.47349152	0.55517274	2.6480649
9545	-8.194891	5.451934	-7.0213766	0.7553876	0.6186779	0.6736914	1.7569938
9546	-9.632802	6.4457717	-3.463599	-1.0215269	0.7962257	-2.4411538	1.1000843
9547	-6.4590406	5.1885915	-5.3105927	-1.6749626	-2.8084524	0.56612444	-6.79E-05
9548	-20.361221	-1.3666135	1.8869954	1.7088469	0.059640378	0.8616762	2.7208734
9549	-18.700829	4.110216	-4.156412	1.5310568	3.258299	-0.031827554	3.0921483
9550	-3.7552624	3.6684217	-2.4138856	-0.05905606	-0.6669264	0.6669369	1.0085428
9551	-10.20091	3.7521913	1.66598	-0.2258371	0.7274861	-0.5822553	1.9378111
9552	-9.17735	4.7625217	-1.9586256	-1.2959129	-0.79527426	-0.342073	2.0432131
9553	-0.468103	-0.9406569	-2.8866057	-1.0468904	-1.280811	5.3534865	1.9035907
9554	-13.697031	4.11556	-6.8729944	1.9800673	-0.35755414	2.3057215	3.3491735
9556	-2.1721108	4.583541	0.1930725	-1.1436284	-1.326255	-1.6984628	2.0016046
9557	0.05533933	1.2582499	1.4098555	0.6136768	-1.385398	2.0826774	5.027773
9558	-17.513086	0.7119396	0.48273668	3.7408104	0.36523038	0.8612265	2.734537
9559	-9.434952	3.4480362	1.2358315	0.8347279	-1.3909172	-0.17421705	3.3420746
9560	4.3395863	4.1695895	4.4959564	-2.5692658	0.020040173	0.77930236	0.6812811
9561	-14.429692	2.173051	1.4463559	3.3721573	0.7694655	1.4643966	2.8457177
9562	-3.9647388	2.1662688	0.9296208	1.6191132	1.4973714	1.3143138	5.179759
9564	9.023001	2.3319	-1.3065968	0.7634529	-0.29793715	2.9019473	3.5424333
9565	0.39412668	2.7715485	1.457589	-0.594406	-0.51027536	1.3622471	1.980651
9567	-5.1811786	3.1983597	0.9230656	1.5840329	1.0406144	-0.30410203	3.194478
9568	0.35305116	3.6418073	2.7380273	0.7855563	2.2458935	-0.9847537	4.89373
9569	-22.209862	5.3071437	-2.1144807	1.1443403	2.696226	-2.7350497	3.0905564
9573	-10.427117	5.322891	-3.706527	-1.7584054	-0.86772627	-0.3781315	2.205501
9574	-11.753812	-6.5315413	-4.2138147	-0.38171735	0.29697013	7.199385	2.5395474
9576	-6.187115	2.738829	2.767443	0.3625764	-0.8625902	-0.06854433	3.806419
9577	1.026227	-4.479661	2.8930783	1.9101733	0.6532928	4.7645097	3.2258532
9578	-17.692453	4.5913863	0.1830896	2.456811	3.535298	-2.2890959	2.475844
9579	-4.6107755	3.3728478	0.9764737	-0.8051214	-1.3038187	0.28836492	1.3046813
9581	1.462916	3.1240633	-2.610557	-0.2486421	-2.6766264	2.170245	0.5115398
9582	-4.686894	2.9802225	-0.5461715	0.9104141	0.053785786	0.71413374	2.3682415
9583	-8.927462	3.728687	-2.8998375	1.0769135	0.5595792	0.7048895	2.0014656
9584	-1.5953145	-0.42983636	-0.13179034	-0.5027048	-3.0517116	2.951737	0.2567435
9585	-9.873028	-0.43040803	2.213247	0.40169576	-2.675826	1.5555292	0.809103
9586	6.2879257	3.5365796	-1.8042789	-1.3874182	-2.2282825	0.9127529	1.8106296
9587	-5.4215627	5.3204927	2.0236773	-2.537182	0.7285529	-2.9197338	1.8824917
9588	-6.964207	-1.8400007	0.8963188	3.0181813	0.47742724	3.3678534	3.294309
9589	-3.8071806	5.3528094	1.1232696	-0.4183925	1.6741532	-1.917432	3.12134
9590	-5.215219	-2.952103	-3.6066809	-0.45723113	-1.2875096	4.628191	1.3817707
9591	-7.0108957	4.801134	-1.1648983	-0.42111096	-2.9384735	-0.29426956	0.08921182
9592	2.2390447	4.894362	-0.9648852	-0.8438652	-0.66562575	0.1908428	1.4581561
9593	20.870304	8.339217	-11.800446	1.5336684	3.574702	2.042607	0.9247078
9594	0.16595317	3.1565487	-0.49308997	1.0405514	-0.8640571	0.7413918	3.6717372
9595	-14.980117	3.457539	3.4555106	1.1198541	1.6752633	-1.2437202	3.2681942
9596	-7.301695	0.51302856	1.4899933	-5.08E-04	-0.3206793	3.0710354	1.7100015
9597	-3.1969821	3.5199378	0.32299927	-1.4157679	-2.1154199	-0.4001294	0.8957591
9598	-4.113655	3.207912	-1.3172915	1.2867385	1.7273352	1.1372998	3.6912925
9599	-7.4192553	3.4700503	-1.468447	1.229816	-2.2373536	1.3649783	0.7698028
9600	-18.20317	4.8560653	-8.147349	2.8187675	1.7439504	2.4149773	3.533874
9601	-11.829134	2.8328276	-7.5274324	1.0439932	-1.6709146	3.0851498	1.3965222
9606	13.773642	8.920307	-9.111399	1.3895935	1.7255641	-0.42601198	1.0194163
9607	-9.324934	4.256591	6.4236407	-1.2991701	8.367873	-2.601843	-3.4566948
9608	-26.244286	5.070681	-1.2568882	2.2842758	11.827402	-4.3622594	-1.5794455
9609	-15.318822	-4.764711	0.74845886	4.4904814	4.9416723	4.6170287	-3.9316492
9610	-1.1310825	6.25676	0.8117906	-3.5959058	6.4292564	-2.5463428	-6.937521
9611	-4.59176	1.9545285	-1.0373372	0.2396932	2.5676038	1.87508	-6.798385
9612	-9.988922	3.679449	1.8435327	-0.5206362	6.256887	-0.20728388	-6.4270844
9613	-6.615544	4.028602	3.904709	-2.8377864	0.1798276	-2.8347745	-1.64626
9615	-17.280535	2.4203615	5.0005574	2.1789885	8.087327	-0.67419076	-2.7590082
9616	-8.209966	3.1859863	6.148986	-0.3308745	7.952499	-1.5486935	-5.1544285
9617	-8.859112	3.1997044	4.2050557	0.6640681	7.413473	-0.03847098	-3.7762606
9619	-9.739117	5.432394	2.2006013	-2.4817865	6.377812	-2.7916944	-5.4970274
9620	-1.8915455	4.674479	1.5993767	-2.0914044	5.822851	-0.83310884	-5.2274776
9621	9.539354	0.42432466	-4.3043346	-3.4447057	3.2795403	5.543011	-6.4274845
9625	-3.9694936	-6.1629663	1.0535659	1.9028686	3.6267946	4.3759155	-2.594516
9626	-11.953222	2.85094	4.3028183	-0.5832034	6.800261	-0.8331373	-5.300476
9627	3.7847874	4.7708426	0.9148487	-0.07808976	8.005959	0.19768228	-6.0009847
9628	12.146928	7.5129156	-5.3760605	-3.8972297	5.1555767	2.370299	-7.269129
9629	-11.10169	4.0164413	4.5204554	-1.0761621	7.967663	-2.5662446	-5.979631
9631	-8.323724	5.2563663	2.1635957	-1.7013433	7.3332586	-2.13048	-5.552679
9632	-5.249962	3.7736497	6.3372607	-1.0796754	9.823721	-2.5181992	-3.0994258
9633	-17.05367	4.700326	5.0349526	-0.5083659	11.259648	-4.1556864	-6.0217934
9634	1.0079972	1.6953125	4.2955446	-0.235103	6.020574	1.4846635	-4.461548
9635	0.9105456	0.7608295	0.38490272	-1.4402298	3.4546149	3.618101	-3.98058
9636	-5.5096254	4.5096517	3.8838706	-0.82026863	8.670445	-3.0971637	-4.9313893
9637	7.9258027	3.6934516	4.841816	-1.9007553	9.8087015	0.21542074	-4.2790103
9638	0.82476187	2.8387096	6.478117	-1.7454574	4.849339	-0.9012584	-2.534514
9639	-0.24234234	1.1854584	9.832677	-1.8013151	8.533686	-0.9589145	-2.4794283
9640	-6.3859386	-7.441857	-0.59198314	-0.503474	3.9018023	3.6984606	-3.806106
9641	-7.347485	3.43487	4.309895	-0.7025224	7.4883194	-1.8714652	-3.6926775
9643	-6.448133	-0.19232386	-0.90205044	-0.7156621	2.9641643	3.322217	-5.3109107
9644	2.9726744	3.0309334	5.7628684	-2.298343	1.177183	-1.3565286	-1.4537278
9645	0.12342829	3.467172	5.4998665	-3.0855064	0.6753689	-2.2469223	-0.12636235
9646	6.8195934	5.6596074	-1.2579699	-2.992636	-1.1328974	-0.7113491	0.69999003
9647	-0.90372694	2.2171342	-0.80909514	-0.964282	-2.945583	1.3525784	1.3477942
9648	-4.5463753	0.19385082	2.6813576	-1.3282982	-1.6283033	3.5604236	-1.4325341
9649	-0.8262959	2.5838273	2.5576086	-1.7787076	-1.4717658	1.4458394	0.7358601
9651	-0.58035666	-0.5559229	-0.47066262	-2.0422814	-4.687945	3.7226732	-0.73893106
9653	-11.640436	-3.0238252	0.7100687	-0.17284474	-3.8580627	3.743057	-0.7786373
9655	8.0684805	3.9625893	0.85707265	-1.2964575	-1.2458789	1.4378234	0.7313152
9656	-8.19551	4.3251734	4.765748	-0.2414299	3.709661	-1.9805661	2.7788942
9657	-16.5675	0.08795453	1.4636928	1.6579612	-0.6133646	1.4725678	0.34426132
9658	-1.5962713	4.3321776	1.8592254	-1.8582207	0.3233706	-1.7191793	0.6894149
9659	0.58717686	4.7291517	1.9963417	-3.5305276	-0.68543625	-1.376583	1.3646199
9660	7.0594444	7.268323	-4.280436	-2.6341267	-0.2803071	0.5860156	0.17271927
9661	7.047372	5.4322953	-1.5644914	-2.4311035	-0.5378802	-1.9083735	0.53449976
9668	-1.7082626	7.067254	-2.74074	-3.0276978	1.2130473	-1.7247739	-3.5910587
9671	1.044214	3.4478152	0.30992755	-0.5772395	1.5125365	1.4123228	0.2297895
9676	-6.4808726	3.5161865	3.1501188	-0.28725925	2.4180915	-0.627816	-0.591684
9678	-3.5912147	3.709335	1.1955582	0.73567086	2.3081095	-0.12382154	-2.5264208
9679	-2.863966	3.351319	2.54796	-2.8955011	-0.055484578	0.23837192	-1.3089488
9684	-2.401295	-1.7174219	3.4355083	0.90351844	0.8782549	4.56238	0.6732497
9690	-8.628681	4.36131	-2.6260972	1.3331187	0.55161947	2.657771	-1.9994059
9693	1.0694737	3.8868256	-0.64339185	-1.0383266	-1.541954	2.843111	-4.3379416
9694	-7.282158	-2.8141372	-6.182302	0.41488385	-2.8800335	3.178615	-6.8584423
9696	-9.717853	7.3077707	-5.506171	-2.7976806	0.2810263	-0.4559547	-7.4295306
9697	4.9852858	6.547482	-2.4168136	-2.7848737	0.3375479	-0.6121262	-0.9191521
9698	5.414074	3.977567	1.9311346	-3.3261936	-0.4401891	0.98615015	-0.1911863
9699	-0.6191466	2.1068811	3.7940269	-1.2713792	-0.8856505	0.27886078	-0.18438739
9700	0.6915252	3.864362	4.172003	-3.1653686	-0.02180576	-0.15419132	-2.2107277
9701	2.4853075	3.2491136	0.7261326	-0.89536285	0.08183893	2.01579	-1.6862218
9703	-2.9224555	4.4809375	-1.0921723	-1.3216834	-0.19118822	-0.105280176	-2.5245228
9704	8.101945	5.8721185	-3.3719308	-3.1479652	-0.5207821	1.9731244	-2.5969017
9705	9.07809	-1.428813	0.015538844	-2.3572323	-0.96635056	4.8606644	0.7240848
9706	-8.618676	4.734747	2.7384777	-2.8554885	2.1110253	-2.249385	-1.5896783
9707	-3.5604627	5.7999907	0.18685597	-3.3391616	0.70298505	-2.1253502	-1.7098577
9708	-11.685845	2.9723344	0.5573701	-1.2531375	-0.6723077	0.90998214	-0.6087827
9709	-3.9346766	-0.5838945	3.0680056	1.0354528	-2.6439788	-0.26103267	-2.1380749
9710	6.573729	-1.2349834	-1.8211937	-0.76694137	-1.7539217	4.0636635	-2.8453794
9713	-12.122405	1.665054	2.2136073	-0.9525642	-2.8596854	1.1312057	-0.8040754
9714	8.150613	6.668504	-3.0100389	-2.7636302	1.4189633	-0.8642455	-1.3661605
9716	11.933245	3.9320867	0.46973956	-1.7082493	2.2853613	1.3455688	1.130395
9717	-7.453586	3.1751974	1.1929396	-0.5563724	-1.3371625	0.93237114	-1.055188
9718	5.0136094	6.1886826	-2.4025862	-3.0758867	0.8163686	-0.02091934	-2.727077
9719	-8.520696	-7.87046	1.1450644	-0.345333	-0.7385828	5.539898	-0.6557744
9721	-6.379948	5.1213274	4.1956077	-3.6921487	1.1231697	-3.79516	-1.6000458
9722	-12.118795	5.2182174	3.5044272	-2.6489053	3.1473937	-3.575091	-1.7121162
9723	-6.3781013	4.285647	3.1712656	-2.7236521	1.5998179	-1.1264514	-2.547001
9726	3.3396285	6.728032	-3.1611137	-2.2388735	-1.2545162	-1.2213506	-2.3199584
9727	-17.866062	1.9308512	1.7757758	3.255602	2.1489482	-0.9787238	2.1513343
9728	-3.9988725	-2.2222347	5.444286	-0.7690354	-0.7181546	3.0386357	-0.8675331
9729	6.15223	4.718957	2.3673494	-2.6810503	1.4881237	-1.7909074	-1.6574727
9730	1.0690845	-2.552751	2.4969976	-1.0922487	-0.67963994	5.3056874	-1.0224037
9732	7.268431	4.078337	2.1847148	-1.1574793	1.7669019	-0.42031214	-0.93662286
9733	-14.172385	3.2285883	1.3414398	-1.1410447	0.44297552	-0.60918665	-2.1561484
9736	4.078513	4.6433697	-1.4160552	-0.39232448	0.24531533	0.71696335	-3.4128501
9737	4.3623843	5.953795	-0.2257626	-3.183088	1.7280976	-0.80545586	-3.801601
9738	7.744865	6.87291	-0.98225605	-3.8645403	0.16996992	0.02214896	-3.186334
9739	5.3195214	1.5984607	-0.3760346	-2.5833447	-1.9518358	3.8691921	-3.0527465
9741	2.9136834	-0.17471746	2.971429	-0.34373626	-1.600355	2.6815255	-1.0619234
9743	-4.8142343	0.24691218	5.1170454	-1.2786767	0.19959404	-0.38687116	-4.372968
9744	0.9189403	3.8297064	0.1255013	-0.7338691	1.4825255	1.4305586	-1.7893096
9745	-0.82195646	-1.9158703	3.9164474	1.0027316	4.522413	3.732463	-3.6313705
9747	-1.9653038	4.309297	2.658469	-3.8141077	-0.41496858	-0.94184804	-2.3516598
9749	-5.3393598	3.6470401	3.752478	-2.2758467	0.8484424	-1.5813062	-1.3175398
9754	-4.2193456	3.8374264	5.3251767	-1.6783876	1.8219818	-2.923954	-1.389754
9755	-7.4756474	-3.494641	-0.54766065	-0.33073848	-2.3403227	4.7999115	-2.3950946
9756	7.1302977	4.265348	3.1974623	-0.9726175	1.9371871	-1.3294171	0.05996778
9761	-17.16577	3.9021382	-6.108804	4.4832964	2.4730718	1.5487185	3.4584565
9768	-0.5065276	1.9683717	1.519202	-1.3746169	-1.8047285	2.9399648	-1.3585873
9769	9.1149845	3.0333161	1.568194	-1.6609169	-0.28826347	1.5546076	-1.2143708
9770	2.5558565	2.0155733	3.5065987	-0.94409376	-2.057243	1.5394073	-0.8174905
9771	11.001789	3.6127405	-1.0790077	-1.3245741	-1.4337634	1.7602441	-1.3051383
9772	13.914251	6.1568165	-2.65879	-2.051312	-0.44963524	2.1823766	-0.4565039
9774	-1.5047114	-1.8905003	5.3699994	-0.9635539	-1.6655988	3.1054673	-1.8545228
9775	11.190385	3.7954342	-0.5728172	-1.4943676	-0.8624599	1.4812016	-1.5383295
9776	0.33936247	-3.0933495	3.9909759	-1.5961338	-2.78625	4.8154073	0.025772516
9777	0.82339954	0.676749	5.312273	-1.4361346	-1.6065662	2.8868532	-0.59693795
9778	10.054429	4.014059	0.34947178	-0.66032624	-0.38956317	1.2249616	1.0630478
9779	2.6326303	3.627902	3.2980232	-1.8727515	-0.80846083	0.7844736	-0.75465715
9780	11.643785	5.8409576	-3.5527508	-0.9361228	-0.21692045	0.79486716	-1.2054437
9781	1.8418248	1.3830686	5.956276	-1.3818014	-0.85926473	1.6038246	0.5863412
9782	8.454336	-0.63324565	-0.7448114	-1.3494364	-2.4788241	2.8357537	-1.2302976
9783	-1.2448825	-5.044391	3.6692963	2.2731438	0.686806	2.983582	1.9886723
9784	6.2119565	0.66653043	1.2805407	-1.3026322	-2.1430602	2.9140043	-0.6145135
9785	9.040993	3.7475464	0.66699505	-1.1123366	-0.57700586	1.3634031	0.0707124
9786	-3.1632721	-6.243736	2.8089292	-2.0671284	-1.7533324	5.9053373	-0.6136582
9787	16.330732	6.792216	-4.4898553	-0.9184465	1.2107489	2.0063207	-0.094972014
9788	3.9491072	2.3388116	4.3939395	-0.5520173	-0.7692034	1.2569841	0.33631024
9789	9.212072	3.0291421	2.8554232	-0.6494545	0.44627842	2.2939508	-0.4025338
9790	0.6445067	-0.27214617	4.862924	-0.41049632	-2.2029462	2.8626533	-0.8326726
9791	2.2827103	0.45433953	3.687982	0.90925986	-0.7879023	2.3094578	-0.4533157
9792	10.97121	3.4728923	-0.8219454	-1.5968608	-0.7985044	3.4912298	-0.70571506
9793	1.5097374	-0.4991322	4.015956	-0.49051166	-2.1967824	2.9023154	0.03392402
9794	1.321125	0.5195752	4.1883426	-1.7459972	-2.431658	2.8335865	0.119610146
9795	4.951833	-2.6028664	1.8589363	-0.5170053	-2.2378235	2.7060459	-0.6834029
9796	6.341561	-3.54E-04	1.9354016	-1.0507498	-1.6424961	3.852556	-0.4651275
9797	6.4633183	0.8902201	3.2757022	-0.996052	-1.6006868	2.807756	0.013184437
9798	-0.9744433	-1.114541	2.8551047	-1.2931379	-2.8697853	3.754895	-1.0995942
9799	14.003074	5.0825315	-1.0027626	-0.79205847	0.7628148	1.7658643	-0.30206388
9800	-0.29180518	-2.0882602	3.2925587	-0.28865188	-2.1970677	2.7205985	-1.038725
9801	3.0313377	3.7058325	3.169459	-2.7165687	-0.4408147	1.0970925	-0.96962285
9802	4.2599874	2.8798025	2.4603252	-1.9604515	-1.5753148	0.6736519	-0.007231897
9803	7.371374	1.5971253	3.4727592	-0.521663	-0.7206558	2.2922206	-0.20113398
9804	10.353755	3.3756247	0.44286856	-1.3985163	-0.66171336	1.225295	-0.15021065
9805	2.4627194	3.4089222	4.3787155	-0.4301937	1.7016255	-0.31712312	0.99484456
9806	2.3233113	-0.7832339	3.2879677	-1.366853	-2.446034	2.9179919	-0.55520827
9807	1.5297663	-2.3211222	5.4705896	0.66683424	-0.9424845	3.5174727	0.54968244
9808	9.084008	5.8133717	-0.91953063	-2.1566293	-0.5515076	-0.27498442	-1.98588
9809	-0.04175844	-4.329388	4.3147926	-1.3531939	-3.8621974	3.2118638	-0.33651242
9810	5.2030163	3.4375877	1.6444726	-1.5652183	-1.8631319	0.60379386	-0.12051196
9811	3.227106	-0.29779974	1.2825029	-0.8033223	-3.2048445	2.671055	-0.82547873
9812	7.612431	3.7913015	-0.105953366	-1.8090286	-1.0667706	1.2894089	-2.6595204
9813	3.276621	-2.4584925	4.118621	-2.5690522	-1.2581797	5.312691	0.6138488
9814	1.8893847	0.86383605	2.817652	-1.7063022	-2.480308	3.1547122	-0.953098
9815	14.608764	5.2131743	-0.64183354	-1.1219718	0.07551883	0.53376406	0.50229645
9816	14.191047	6.722253	-3.787837	-1.730714	1.3831018	0.6947626	-1.7516063
9817	-13.280232	7.115494	-7.8276353	-1.3981771	-1.8710366	-2.751209	0.87086874
9819	-1.068242	-0.2570253	-2.0712767	-0.10745668	-3.8203542	2.3217804	0.7909577
9820	-11.093355	-0.15768641	1.6518471	2.3887134	0.7226645	3.6034105	3.4625876
9821	-14.148453	4.363419	0.6791654	-0.45355454	-0.12225779	-1.6711084	1.4956005
9822	-13.690233	4.240262	-2.9362173	-0.025726367	0.64058036	-0.69432425	2.0651522
9823	13.608595	6.163863	-3.197455	-0.020994931	2.66003	0.20842434	3.4268253
9824	-9.063454	0.29037577	0.113938116	-1.7860148	-1.7526304	3.6505077	0.63193953
9825	6.826053	6.156511	-4.5440655	-1.1657438	-1.0208114	-0.11305827	1.1036838
9826	-26.3656	6.1525707	-2.2181525	1.3541826	4.6039963	-5.1234035	3.559627
9827	-1.0895846	2.3927526	0.8785201	-0.555268	-2.5073693	1.3967421	1.4957296
9830	-2.4831421	5.5728273	-1.8558831	-2.8204129	-2.4875875	0.06570633	0.27887148
9831	-23.9005	5.3310437	-8.8046875	0.92333555	-1.1667445	0.16124709	1.024019
9832	-4.8419085	5.4422593	-9.046469	-0.9097165	-1.9307958	1.2693027	0.67935956
9833	-2.7168684	5.250563	1.4994203	-2.0790153	1.181223	-2.4933364	2.375015
9834	-4.108428	6.6506557	-1.1709359	-0.6621447	2.217903	-3.0556211	1.4368675
9835	-4.5042624	4.9641275	0.7403565	-1.6971859	-0.919532	-0.6192593	1.6783861
9836	-11.95602	2.9871843	1.8369699	1.9420065	2.4868517	0.107158944	4.6533933
9837	-8.837027	3.2937763	-0.5595194	1.6857259	1.2084373	0.8902349	5.2841434
9838	-14.435991	0.83379835	2.335643	2.4405046	0.3240018	2.5199127	2.397871
9839	-1.7216942	-0.15912813	0.94494873	0.6122971	-1.7904717	2.7782073	1.5715004
9840	-8.4087105	3.766066	0.14958249	0.055575736	1.830016	-1.3256334	3.5772376
9841	0.42167136	5.892149	-1.5804875	-2.1551902	-0.4205643	0.29901522	1.1887034
9843	-2.1454725	5.7828155	-1.3758552	-2.1768064	-0.44114357	-2.1792743	2.709694
9844	-0.5970492	4.810775	2.8630116	-1.0225767	2.3015518	-1.5702555	3.8894343
9845	-7.557843	3.7880378	-1.3607452	-0.90152335	-2.5065594	0.105874844	1.7582879
9846	-5.933112	6.369731	-2.539086	-4.3121667	-3.9190414	-2.9848638	-0.3769447
9847	3.0301063	4.6182814	1.1118238	-1.9722589	1.3503438	-2.2866533	0.83738106
9848	-4.413873	5.4116993	-3.1633594	-1.7842946	-2.7766428	-0.45385736	1.1274467
9849	-8.216347	1.7696328	-1.3956293	0.58213013	-2.5664995	2.2581377	1.4001446
9850	-7.119054	3.5983784	2.3614838	0.61731035	1.1887485	-0.30617535	4.601611
9851	-11.102075	1.3769338	1.4023933	1.2737201	-1.0555214	1.8907586	1.5704968
9852	-12.970055	-3.2817347	-2.6006846	2.5670621	-0.9363509	5.161041	1.9791962
9853	-3.5582798	4.568649	1.3417253	-1.9804372	-0.6939657	-2.3398054	0.89053273
9854	-4.5757346	-4.0817137	-0.5687683	-0.12705728	-1.9463497	3.8662772	-0.18799797
9855	-9.051303	4.373334	1.615289	0.4284398	0.94082934	-1.0694917	2.622897
