study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp
PRJNA236110	SAMN02594818	SRS541089	SRX445961	SRR1138859	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138859/SRR1138859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138859/SRR1138859_2.fastq.gz
PRJNA236110	SAMN02594802	SRS541090	SRX445962	SRR1138860	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138860/SRR1138860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138860/SRR1138860_2.fastq.gz
PRJNA236110	SAMN02594802	SRS541090	SRX445962	SRR1138861	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138861/SRR1138861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138861/SRR1138861_2.fastq.gz
PRJNA236110	SAMN02594804	SRS541091	SRX445963	SRR1138862	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138862/SRR1138862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138862/SRR1138862_2.fastq.gz
PRJNA236110	SAMN02594804	SRS541091	SRX445963	SRR1138863	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138863/SRR1138863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138863/SRR1138863_2.fastq.gz
PRJNA236110	SAMN02594805	SRS541092	SRX445964	SRR1138864	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138864/SRR1138864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138864/SRR1138864_2.fastq.gz
PRJNA236110	SAMN02594805	SRS541092	SRX445964	SRR1138865	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138865/SRR1138865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138865/SRR1138865_2.fastq.gz
PRJNA236110	SAMN02594817	SRS541093	SRX445965	SRR1138866	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138866/SRR1138866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138866/SRR1138866_2.fastq.gz
PRJNA236110	SAMN02594817	SRS541093	SRX445965	SRR1138867	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138867/SRR1138867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138867/SRR1138867_2.fastq.gz
PRJNA236110	SAMN02594821	SRS541095	SRX445966	SRR1138868	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138868/SRR1138868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138868/SRR1138868_2.fastq.gz
PRJNA236110	SAMN02594821	SRS541095	SRX445966	SRR1138869	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138869/SRR1138869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138869/SRR1138869_2.fastq.gz
PRJNA236110	SAMN02594795	SRS541094	SRX445967	SRR1138870	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138870/SRR1138870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138870/SRR1138870_2.fastq.gz
PRJNA236110	SAMN02594796	SRS541097	SRX445968	SRR1138871	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138871/SRR1138871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138871/SRR1138871_2.fastq.gz
PRJNA236110	SAMN02594796	SRS541097	SRX445968	SRR1138872	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138872/SRR1138872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138872/SRR1138872_2.fastq.gz
PRJNA236110	SAMN02594814	SRS541096	SRX445969	SRR1138873	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138873/SRR1138873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138873/SRR1138873_2.fastq.gz
PRJNA236110	SAMN02594815	SRS541099	SRX445970	SRR1138874	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138874/SRR1138874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138874/SRR1138874_2.fastq.gz
PRJNA236110	SAMN02594815	SRS541099	SRX445970	SRR1138875	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138875/SRR1138875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138875/SRR1138875_2.fastq.gz
PRJNA236110	SAMN02594800	SRS541098	SRX445971	SRR1138876	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138876/SRR1138876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138876/SRR1138876_2.fastq.gz
PRJNA236110	SAMN02594827	SRS541101	SRX445972	SRR1138877	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138877/SRR1138877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138877/SRR1138877_2.fastq.gz
PRJNA236110	SAMN02594827	SRS541101	SRX445972	SRR1138878	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138878/SRR1138878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138878/SRR1138878_2.fastq.gz
PRJNA236110	SAMN02594828	SRS541100	SRX445973	SRR1138879	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138879/SRR1138879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138879/SRR1138879_2.fastq.gz
PRJNA236110	SAMN02594828	SRS541100	SRX445973	SRR1138880	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138880/SRR1138880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138880/SRR1138880_2.fastq.gz
PRJNA236110	SAMN02594801	SRS541103	SRX445974	SRR1138881	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138881/SRR1138881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138881/SRR1138881_2.fastq.gz
PRJNA236110	SAMN02594801	SRS541103	SRX445974	SRR1138882	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138882/SRR1138882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138882/SRR1138882_2.fastq.gz
PRJNA236110	SAMN02594819	SRS541102	SRX445975	SRR1138883	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138883/SRR1138883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138883/SRR1138883_2.fastq.gz
PRJNA236110	SAMN02594820	SRS541104	SRX445976	SRR1138884	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138884/SRR1138884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138884/SRR1138884_2.fastq.gz
PRJNA236110	SAMN02594820	SRS541104	SRX445976	SRR1138885	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138885/SRR1138885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138885/SRR1138885_2.fastq.gz
PRJNA236110	SAMN02594803	SRS541105	SRX445977	SRR1138886	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138886/SRR1138886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138886/SRR1138886_2.fastq.gz
PRJNA236110	SAMN02594803	SRS541105	SRX445977	SRR1138887	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138887/SRR1138887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138887/SRR1138887_2.fastq.gz
PRJNA236110	SAMN02594826	SRS541106	SRX445978	SRR1138888	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138888/SRR1138888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138888/SRR1138888_2.fastq.gz
PRJNA236110	SAMN02594825	SRS541107	SRX445979	SRR1138889	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138889/SRR1138889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138889/SRR1138889_2.fastq.gz
PRJNA236110	SAMN02594825	SRS541107	SRX445979	SRR1138890	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138890/SRR1138890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138890/SRR1138890_2.fastq.gz
PRJNA236110	SAMN02594806	SRS541108	SRX445980	SRR1138891	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138891/SRR1138891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138891/SRR1138891_2.fastq.gz
PRJNA236110	SAMN02594806	SRS541108	SRX445980	SRR1138892	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138892/SRR1138892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138892/SRR1138892_2.fastq.gz
PRJNA236110	SAMN02594809	SRS541109	SRX445981	SRR1138893	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138893/SRR1138893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138893/SRR1138893_2.fastq.gz
PRJNA236110	SAMN02594809	SRS541109	SRX445981	SRR1138894	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138894/SRR1138894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138894/SRR1138894_2.fastq.gz
PRJNA236110	SAMN02594813	SRS541110	SRX445982	SRR1138895	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138895/SRR1138895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138895/SRR1138895_2.fastq.gz
PRJNA236110	SAMN02594822	SRS541111	SRX445983	SRR1138896	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138896/SRR1138896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138896/SRR1138896_2.fastq.gz
PRJNA236110	SAMN02594822	SRS541111	SRX445983	SRR1138897	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138897/SRR1138897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138897/SRR1138897_2.fastq.gz
PRJNA236110	SAMN02594823	SRS541112	SRX445984	SRR1138898	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138898/SRR1138898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138898/SRR1138898_2.fastq.gz
PRJNA236110	SAMN02594823	SRS541112	SRX445984	SRR1138899	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138899/SRR1138899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138899/SRR1138899_2.fastq.gz
PRJNA236110	SAMN02594824	SRS541113	SRX445985	SRR1138900	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138900/SRR1138900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138900/SRR1138900_2.fastq.gz
PRJNA236110	SAMN02594829	SRS541114	SRX445986	SRR1138901	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138901/SRR1138901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138901/SRR1138901_2.fastq.gz
PRJNA236110	SAMN02594829	SRS541114	SRX445986	SRR1138902	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138902/SRR1138902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138902/SRR1138902_2.fastq.gz
PRJNA236110	SAMN02594831	SRS541115	SRX445987	SRR1138903	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138903/SRR1138903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138903/SRR1138903_2.fastq.gz
PRJNA236110	SAMN02594831	SRS541115	SRX445987	SRR1138904	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138904/SRR1138904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138904/SRR1138904_2.fastq.gz
PRJNA236110	SAMN02594830	SRS541116	SRX445988	SRR1138905	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138905/SRR1138905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138905/SRR1138905_2.fastq.gz
PRJNA236110	SAMN02594830	SRS541116	SRX445988	SRR1138906	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138906/SRR1138906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138906/SRR1138906_2.fastq.gz
PRJNA236110	SAMN02594812	SRS541117	SRX445989	SRR1138907	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138907/SRR1138907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138907/SRR1138907_2.fastq.gz
PRJNA236110	SAMN02594811	SRS541118	SRX445990	SRR1138908	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138908/SRR1138908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138908/SRR1138908_2.fastq.gz
PRJNA236110	SAMN02594625	SRS541119	SRX445991	SRR1138909	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138909/SRR1138909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138909/SRR1138909_2.fastq.gz
PRJNA236110	SAMN02594625	SRS541119	SRX445991	SRR1138910	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138910/SRR1138910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138910/SRR1138910_2.fastq.gz
PRJNA236110	SAMN02594623	SRS541120	SRX445992	SRR1138911	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138911/SRR1138911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138911/SRR1138911_2.fastq.gz
PRJNA236110	SAMN02594623	SRS541120	SRX445992	SRR1138912	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138912/SRR1138912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138912/SRR1138912_2.fastq.gz
PRJNA236110	SAMN02594637	SRS541122	SRX445993	SRR1138913	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138913/SRR1138913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138913/SRR1138913_2.fastq.gz
PRJNA236110	SAMN02594637	SRS541122	SRX445993	SRR1138914	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138914/SRR1138914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138914/SRR1138914_2.fastq.gz
PRJNA236110	SAMN02594627	SRS541121	SRX445994	SRR1138915	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138915/SRR1138915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138915/SRR1138915_2.fastq.gz
PRJNA236110	SAMN02594627	SRS541121	SRX445994	SRR1138916	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138916/SRR1138916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138916/SRR1138916_2.fastq.gz
PRJNA236110	SAMN02594630	SRS541124	SRX445995	SRR1138917	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138917/SRR1138917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138917/SRR1138917_2.fastq.gz
PRJNA236110	SAMN02594628	SRS541123	SRX445996	SRR1138918	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138918/SRR1138918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138918/SRR1138918_2.fastq.gz
PRJNA236110	SAMN02594628	SRS541123	SRX445996	SRR1138919	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138919/SRR1138919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138919/SRR1138919_2.fastq.gz
PRJNA236110	SAMN02594636	SRS541125	SRX445997	SRR1138920	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138920/SRR1138920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138920/SRR1138920_2.fastq.gz
PRJNA236110	SAMN02594636	SRS541125	SRX445997	SRR1138921	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138921/SRR1138921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138921/SRR1138921_2.fastq.gz
PRJNA236110	SAMN02594631	SRS541126	SRX445998	SRR1138922	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138922/SRR1138922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138922/SRR1138922_2.fastq.gz
PRJNA236110	SAMN02594631	SRS541126	SRX445998	SRR1138923	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138923/SRR1138923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138923/SRR1138923_2.fastq.gz
PRJNA236110	SAMN02594629	SRS541127	SRX445999	SRR1138924	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138924/SRR1138924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138924/SRR1138924_2.fastq.gz
PRJNA236110	SAMN02594629	SRS541127	SRX445999	SRR1138925	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138925/SRR1138925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138925/SRR1138925_2.fastq.gz
PRJNA236110	SAMN02594633	SRS541128	SRX446000	SRR1138926	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138926/SRR1138926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138926/SRR1138926_2.fastq.gz
PRJNA236110	SAMN02594633	SRS541128	SRX446000	SRR1138927	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138927/SRR1138927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138927/SRR1138927_2.fastq.gz
PRJNA236110	SAMN02594632	SRS541129	SRX446001	SRR1138928	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138928/SRR1138928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138928/SRR1138928_2.fastq.gz
PRJNA236110	SAMN02594632	SRS541129	SRX446001	SRR1138929	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138929/SRR1138929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138929/SRR1138929_2.fastq.gz
PRJNA236110	SAMN02594638	SRS541130	SRX446002	SRR1138930	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138930/SRR1138930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138930/SRR1138930_2.fastq.gz
PRJNA236110	SAMN02594638	SRS541130	SRX446002	SRR1138931	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138931/SRR1138931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138931/SRR1138931_2.fastq.gz
PRJNA236110	SAMN02594634	SRS541132	SRX446003	SRR1138932	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138932/SRR1138932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138932/SRR1138932_2.fastq.gz
PRJNA236110	SAMN02594635	SRS541131	SRX446004	SRR1138933	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138933/SRR1138933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138933/SRR1138933_2.fastq.gz
